sensible_heat,latent_heat,ground_temperature,rain_energy,outgoing_long_wave_radiation,incoming_long_wave_radiation,net_long_wave_radiation,reflected_short_wave_radiation,incoming_short_wave_radiation,net_short_wave_radiation,parametrized_albedo,incoming_short_wave_on_horizontal,direct_incoming_short_wave,diffuse_incoming_short_wave,air_temperature,surface_temperature(mod),bottom_temperature,relative_humidity,wind_velocity,wind_velocity_drift,wind_direction,solid_precipitation_rate,snow_height(mod),snow_height(meas),hoar_size,24h_height_of_new_snow,3d_sum_of_daily_height_of_new_snow,snow_water_equivalent,total_amount_of_water,rain_rate,virtual_lysimeter,sublimation_mass,evaporated_mass,stability_class,z_Sdef,deformation_rate_stability_index,z_Sn38,natural_stability_index,z_Sk38,Sk38_skier_stability_index,z_SSI,structural_stability_index,origin_index
0.8872450019882256,0.9499850847312304,0.1128504672897195,0.2852573148932166,0.2202169508771611,0.130559290545742,0.418775106965662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221371798645864,0.2801895734597157,0.1128504672897195,0.6738636363636363,0.5833333333333334,0.5833333333333334,0.8805555555555555,0.0,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419864559819413,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,0
0.8177299906539556,0.944100073415275,0.3542056074766355,0.2852573148932166,0.3019959844100625,0.1664784915885739,0.3378226222386877,0.0701495606231954,0.2946877973794012,0.2946883463875265,0.0,0.2701290143789937,0.0,0.2701290143789937,0.3046806005298793,0.4760189573459716,0.3542056074766355,0.7318181818181819,0.4583333333333333,0.4583333333333333,0.9,0.0,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419864559819413,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,1
0.7071984839664134,0.9144660244467508,0.4929906542056075,0.2852573148932166,0.485363992332222,0.2770484567932914,0.1979718293489079,0.2096296967489775,0.8806273332845327,0.8806273332845325,0.0,0.8072373396211097,0.0,0.8072373396211097,0.4571680894907272,0.5886255924170617,0.4929906542056075,0.5647727272727273,0.2083333333333333,0.2083333333333333,0.5861111111111111,0.0,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419864559819413,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,2
0.7172678550505084,0.9210208831625372,0.4261682242990654,0.2852573148932166,0.5020895603746675,0.3152770792490788,0.2242537828433616,0.2314913719046283,0.9724668765097724,0.972467242515189,0.0,0.8938347271252278,0.0,0.8938347271252278,0.4836620547541949,0.5344075829383887,0.4261682242990654,0.5125000000000001,0.0833333333333333,0.0833333333333333,0.4916666666666667,0.0,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419864559819413,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,3
0.7184949270261219,0.9404171630980176,0.2406542056074766,0.2852573148932166,0.3577281936204813,0.2645570529729951,0.3847567575420779,0.0829936868444851,0.3486443159358758,0.3486439499304589,0.0,0.3195888878674682,0.0,0.3195888878674682,0.328230791875184,0.3838862559241707,0.2406542056074766,0.7829545454545456,0.25,0.25,0.9166666666666669,0.0,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419864559819413,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,4
0.7519312544458294,0.9434430870855208,0.2063084112149532,0.2852573148932166,0.2987571658293283,0.2131595964157779,0.4077625471266372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449219899911687,0.3560189573459716,0.2063084112149532,0.7897727272727273,0.4166666666666667,0.4166666666666667,0.913888888888889,0.0,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419864559819413,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,5
0.8041685387971558,0.9447988582227788,0.1738317757009345,0.2852573148932166,0.2785792806461283,0.1269001406181038,0.3203666979028192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1492493376508684,0.3296682464454977,0.1738317757009345,0.8352272727272728,0.5416666666666667,0.5416666666666667,0.9027777777777778,0.0,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419864559819413,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,6
0.7952256751433046,0.9362265977646748,0.186448598130841,0.2852573148932166,0.2604137329541841,0.0590339433627228,0.2552720087751795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086841330585811,0.3399052132701422,0.186448598130841,0.7488636363636365,0.6666666666666667,0.6666666666666667,0.9,0.0,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419864559819413,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,7
0.8470745404707714,0.941432473130188,0.1679906542056074,0.2852573148932166,0.2656739740712813,0.0900212466769991,0.2898497032565504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1589637915808066,0.3249289099526067,0.1679906542056074,0.7545454545454546,0.7083333333333334,0.7083333333333334,0.9,0.0,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419864559819413,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,8
0.8080481159832122,0.9398319844095252,0.3630841121495327,0.2852573148932166,0.3255807615084808,0.1450983813521918,0.2704542317722521,0.0724732130877307,0.2969387306932143,0.2950607568992021,0.0114285714285713,0.2721923587145935,0.0,0.2721923587145935,0.2861348248454519,0.483222748815166,0.3630841121495327,0.734090909090909,0.5,0.5,0.8916666666666667,0.0516406670252824,0.0,0.9904005296259516,0.0,0.0,0.0,0.0,0.0,0.0,0.0256453164874701,0.817155756207675,0.5783783783783784,0.0,0.0,0.0059064971468615,0.0,0.0049262663390505,0.0,0.0059373470239686,0.0,0.0059313762294466,9
