sensible_heat,latent_heat,ground_temperature,rain_energy,outgoing_long_wave_radiation,incoming_long_wave_radiation,net_long_wave_radiation,reflected_short_wave_radiation,incoming_short_wave_radiation,net_short_wave_radiation,parametrized_albedo,incoming_short_wave_on_horizontal,direct_incoming_short_wave,diffuse_incoming_short_wave,air_temperature,surface_temperature(mod),bottom_temperature,relative_humidity,wind_velocity,wind_velocity_drift,wind_direction,solid_precipitation_rate,snow_height(mod),snow_height(meas),hoar_size,24h_height_of_new_snow,3d_sum_of_daily_height_of_new_snow,snow_water_equivalent,total_amount_of_water,rain_rate,virtual_lysimeter,sublimation_mass,evaporated_mass,stability_class,z_Sdef,deformation_rate_stability_index,z_Sn38,natural_stability_index,z_Sk38,Sk38_skier_stability_index,z_SSI,structural_stability_index
0.9096141594475649,0.9452332595814633,0.11632202549894133,0.3048518315558741,0.21634448585992483,0.20509576852543632,0.4777566117621718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3633457645178476,0.27667969614278337,0.11632202549894133,0.6738636363636363,0.5833333333333334,0.5833333333333334,0.8805555555555555,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8862331381389079,0.9434023247727295,0.14312744965535884,0.3048518315558741,0.22843405004848272,0.20497690688039116,0.45927935326229635,0.0028065053865994343,0.012385623307224949,0.012385623307224945,0.0,0.011311007241183833,0.0,0.011311007241183833,0.3678742674480554,0.2986208422450033,0.14312744965535884,0.6465909090909092,0.5416666666666667,0.5416666666666667,0.8944444444444445,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8602744763964457,0.9433902194186221,0.2645402531873677,0.3048518315558741,0.29229345882520397,0.238576546899409,0.4148598892037615,0.05066140308682419,0.22357953297708807,0.2235798989825049,0.0,0.20418106168376243,0.0,0.20418106168376243,0.43526904635055935,0.39800132753152884,0.2645402531873677,0.6659090909090909,0.5416666666666667,0.5416666666666667,0.9,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8285258874674439,0.9397698106389719,0.34901112762985986,0.3048518315558741,0.36854044533008334,0.26690806900767505,0.3434952645714555,0.1468555362963086,0.6480989678647244,0.6480986018593075,0.0,0.5918678403730762,0.0,0.5918678403730762,0.4395311667554608,0.46714359466037314,0.34901112762985986,0.7318181818181819,0.45833333333333337,0.45833333333333337,0.9,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7789412960291482,0.9323138204104138,0.4357345587241519,0.3048518315558741,0.4384312923112508,0.2935585478503021,0.27913786256150686,0.1924090000580542,0.8491376912378304,0.8491371422297048,0.0,0.7754638047768283,0.0,0.7754638047768283,0.5037293553542888,0.53812965557932,0.4357345587241519,0.6136363636363636,0.2916666666666667,0.2916666666666667,0.8416666666666667,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7611467896253228,0.9312467334458525,0.4747037888002883,0.3048518315558741,0.4863002731049453,0.34451198804591454,0.2858825667570898,0.19954468928568467,0.8806273332845327,0.8806273332845325,0.0,0.8042213053383677,0.0,0.8042213053383677,0.5777836973894512,0.5700272881480934,0.4747037888002883,0.6034090909090909,0.20833333333333334,0.20833333333333334,0.6972222222222223,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7582005661370625,0.9316607365563232,0.4828129927467676,0.3048518315558741,0.50318918967005,0.36372936901446706,0.29019056145287125,0.20668037851331517,0.9121177073420688,0.9121175243393601,0.0,0.832979474399153,0.0,0.832979474399153,0.5783164624400638,0.5766649457924625,0.4828129927467676,0.5647727272727273,0.20833333333333334,0.20833333333333334,0.5861111111111111,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7584658157524099,0.9315554199755894,0.4848402937333874,0.3048518315558741,0.506912134933414,0.36912483868776735,0.292936908071432,0.2138160677409456,0.9436080813996048,0.9436077153941876,0.0,0.8617376434599383,0.0,0.8617376434599383,0.5820458177943526,0.5783243602035548,0.4848402937333874,0.6170454545454546,0.20833333333333334,0.20833333333333334,0.5750000000000001,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7624095730701668,0.9306066628474273,0.4738027661395684,0.3048518315558741,0.5016101627064968,0.3659834952115737,0.296073666709298,0.2209509276230127,0.975097723446307,0.9750979064490153,0.0,0.8904951440214776,0.0,0.8904951440214776,0.5945657964837506,0.5692897706320524,0.4738027661395684,0.48863636363636365,0.25,0.25,0.5222222222222223,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7561892254955327,0.9328131662673412,0.41838987250529347,0.3048518315558741,0.4685262118475948,0.36816121035115124,0.3495331883872619,0.22629771847035504,0.9986948246834054,0.998695190688822,0.0,0.9192533130822628,0.0,0.9192533130822628,0.6030900372935535,0.5239324433955306,0.41838987250529347,0.5125000000000001,0.08333333333333334,0.08333333333333334,0.4916666666666667,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7520388012995605,0.9337900683438028,0.3305401630851016,0.3048518315558741,0.4057298662942237,0.34587040684643067,0.40992588902874916,0.1629083490217869,0.7189459043993852,0.7189462704048019,0.0,0.6565678713914411,0.0,0.6565678713914411,0.5239744272775706,0.4520244855815325,0.3305401630851016,0.65,0.125,0.125,0.0,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7546652606809755,0.9341326498650403,0.24651979997296936,0.3048518315558741,0.3375514851749384,0.3224971133600488,0.47677385047219667,0.06349220829843172,0.28020203499011787,0.2802018519874093,0.0,0.2558908153551603,0.0,0.2558908153551603,0.4960042621204049,0.3832509772107088,0.24651979997296936,0.7363636363636363,0.20833333333333334,0.20833333333333334,0.9444444444444445,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.758834398806865,0.9347227858777727,0.23953687435238996,0.3048518315558741,0.30969833913051215,0.305202744005977,0.4920537691587968,0.010600694991582144,0.04678427640729083,0.0467846424127077,0.0,0.04272512380606035,0.0,0.04272512380606035,0.46323921150772507,0.37753521646139093,0.23953687435238996,0.7829545454545456,0.25,0.25,0.9166666666666667,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7652898909791536,0.9354690809584897,0.22534576744605128,0.3048518315558741,0.30092695554705506,0.29582965428241514,0.4907613707500623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46244006393180603,0.3659193155837451,0.22534576744605128,0.7693181818181819,0.2916666666666667,0.2916666666666667,0.913888888888889,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.7824595148535717,0.9375124647318073,0.217461819164752,0.3048518315558741,0.2931341238846732,0.2892116076886503,0.49226916889358585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44858817261587636,0.3594660373183863,0.217461819164752,0.7863636363636365,0.375,0.375,0.9194444444444445,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8036558882566835,0.9393379521311929,0.206424291570933,0.3048518315558741,0.28568823335794535,0.25612986483732936,0.45213077456398393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38865210442194986,0.35043144774688395,0.206424291570933,0.7897727272727273,0.4166666666666667,0.4166666666666667,0.913888888888889,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8209402366579851,0.940553329683569,0.21295670586115245,0.3048518315558741,0.28564375372516926,0.22368063573999863,0.40176762407361294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35482152370804476,0.3557784497381813,0.21295670586115245,0.8079545454545455,0.45833333333333337,0.45833333333333337,0.9055555555555556,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8465530975215434,0.9418504183761696,0.1829977023922152,0.3048518315558741,0.2734385424913932,0.20561366569313322,0.3921621421503625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33564198188598826,0.33125599232981784,0.1829977023922152,0.8056818181818183,0.5,0.5,0.9055555555555556,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.864274375503954,0.9435170230028964,0.1751137541109159,0.3048518315558741,0.2613934579356112,0.18700332812606113,0.3814729303114547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30287693127330845,0.324802714064459,0.1751137541109159,0.8352272727272728,0.5416666666666667,0.5416666666666667,0.9027777777777778,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8849874413257274,0.9433097188138083,0.15934585754831737,0.3048518315558741,0.25193264004412375,0.16274281736059215,0.35809532784512765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27144379328716034,0.3118961575337414,0.15934585754831737,0.8000000000000002,0.5833333333333334,0.5833333333333334,0.9055555555555556,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8914299151119867,0.9419221425992554,0.16903185115105646,0.3048518315558741,0.25203494319950903,0.14313913604564277,0.327474909296518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25199786893979753,0.3198244708311822,0.16903185115105646,0.7795454545454545,0.625,0.625,0.9,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8885024055536436,0.9385741042870203,0.18727756003063473,0.3048518315558741,0.2631548513935469,0.1331972084493649,0.29519860528671726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24720298348428343,0.33475920053101255,0.18727756003063473,0.7488636363636365,0.6666666666666667,0.6666666666666667,0.9,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.891297290304313,0.9406819490709594,0.1697076181465964,0.3048518315558741,0.2600857567319925,0.16325646946953742,0.3465512483087756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3217900905700586,0.320377608968213,0.1697076181465964,0.7454545454545454,0.5416666666666667,0.5416666666666667,0.9083333333333333,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
0.8989472193947916,0.9440989879016064,0.18615128170473488,0.3048518315558741,0.26281680618444825,0.1806569652923995,0.36945093261353934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3153969099627064,0.33383730363596137,0.18615128170473488,0.7511363636363636,0.625,0.625,0.9027777777777778,0.0,0.0,0.9713810316139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905138339920948,0.7001763668430335,0.0,0.0,0.005906497146861548,0.0,0.004924272031457621,0.0,0.005956254066770108,0.0,0.005953268792038017
